STATUS,200
MESSAGEID,M181000I
MESSAGE,正常に終了しました。
DATE,2026-03-03T12:35:21.007+09:00
PARAMETER,FORMAT,CSV
PARAMETER,LANG,JP
PARAMETER,DB,PR01
PARAMETER,STARTDATE,
PARAMETER,ENDDATE,
PARAMETER,STARTPOSITION,
NEXTPOSITION,
SERIES_CODE,NAME_OF_TIME_SERIES_J,UNIT_J,FREQUENCY,CATEGORY_J,LAST_UPDATE,SURVEY_DATES,VALUES
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196812,52.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196901,52.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196902,52.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196903,52.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196904,52.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196905,52.5
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196906,52.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196907,52.7
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196908,53
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196909,53.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196910,53.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196911,53.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196912,54
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197001,54.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197002,54.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197003,54.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197004,54.9
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197005,54.9
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197006,54.7
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197007,54.7
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197008,54.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197009,54.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197010,54.7
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197011,54.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197012,54.5
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197101,54.4
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197102,54.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197103,54.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197104,54.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197105,54.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197106,54.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197107,54.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197108,54.4
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197109,54.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197110,54.1
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197111,54
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197112,54.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197201,54.1
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197202,54.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197203,54.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197204,54.5
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197205,54.5
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197206,54.5
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197207,54.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197208,54.9
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197209,55.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197210,56
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197211,56.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197212,57.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197301,58.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197302,59.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197303,60.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197304,61
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197305,61.3
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197306,62.1
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197307,62.9
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197308,64.6
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197309,65.9
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197310,67
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,197311,68.9
